cap-shape,cap-size,cap-surface,cap-color,bruises?,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,spore-hue,population,habitat,cals,fat,carbs,protein,label
conical,large,scaly,gray,no,almond,descending,crowded,narrow,brown,tapering,club,silky,scaly,white,buff,universal,orange,one,evanescent,black,green,several,waste,medium,medium,medium,low,2
bell,small,smooth,purple,bruises,none,descending,close,broad,gray,tapering,missing,smooth,fibrous,brown,gray,partial,yellow,two,zone,white,red,scattered,meadows,high,low,medium,high,3
bell,medium,fibrous,buff,no,spicy,free,crowded,narrow,brown,tapering,equal,fibrous,scaly,orange,yellow,partial,orange,none,evanescent,buff,green,several,meadows,medium,low,low,low,2
bell,medium,smooth,cinnamon,no,none,notched,crowded,broad,gray,tapering,bulbous,scaly,fibrous,cinnamon,cinnamon,partial,brown,none,flaring,brown,brown,clustered,grasses,high,high,medium,low,3
sunken,medium,scaly,brown,bruises,fishy,attached,distant,narrow,orange,tapering,cup,silky,smooth,pink,buff,partial,yellow,two,large,orange,gray,abundant,leaves,low,medium,medium,low,3
sunken,small,smooth,brown,no,creosote,notched,crowded,narrow,red,enlarging,club,smooth,silky,red,brown,universal,orange,one,none,green,buff,numerous,waste,low,medium,high,high,3
flat,medium,scaly,brown,no,fishy,free,close,narrow,brown,enlarging,cup,fibrous,silky,cinnamon,white,partial,orange,two,evanescent,chocolate,pink,numerous,woods,medium,low,high,high,2
conical,small,smooth,pink,no,musty,attached,distant,narrow,orange,tapering,bulbous,fibrous,smooth,buff,red,universal,yellow,none,flaring,orange,cinnamon,scattered,woods,low,low,high,high,3
sunken,large,grooves,white,no,creosote,notched,crowded,broad,black,tapering,rooted,scaly,scaly,yellow,red,partial,brown,none,flaring,black,cinnamon,clustered,leaves,low,medium,medium,low,2
knobbed,large,fibrous,white,no,fishy,free,distant,broad,green,enlarging,bulbous,silky,scaly,red,yellow,universal,yellow,none,flaring,yellow,red,several,grasses,medium,low,high,high,1
convex,large,smooth,green,bruises,spicy,descending,distant,broad,black,tapering,rooted,smooth,scaly,orange,orange,partial,orange,one,sheathing,white,cinnamon,numerous,waste,medium,medium,low,low,2
knobbed,small,smooth,pink,bruises,spicy,descending,close,narrow,green,enlarging,club,scaly,fibrous,orange,cinnamon,universal,yellow,none,none,white,cinnamon,clustered,paths,high,medium,low,medium,3
knobbed,small,scaly,brown,no,creosote,free,distant,narrow,red,tapering,rhizomorphs,scaly,silky,yellow,red,universal,white,none,flaring,purple,white,scattered,leaves,high,high,high,low,3
knobbed,small,grooves,white,bruises,spicy,descending,close,broad,chocolate,tapering,cup,smooth,silky,buff,pink,partial,white,one,zone,brown,pink,solitary,leaves,high,medium,medium,medium,3
bell,medium,grooves,gray,bruises,musty,descending,distant,broad,black,enlarging,rooted,smooth,scaly,buff,brown,universal,orange,one,zone,yellow,red,solitary,woods,high,medium,low,high,2
conical,small,grooves,purple,no,almond,free,close,narrow,brown,tapering,cup,smooth,silky,yellow,white,universal,orange,none,none,brown,cinnamon,several,urban,low,medium,low,low,3
convex,large,smooth,pink,bruises,fishy,descending,crowded,narrow,black,tapering,equal,scaly,smooth,gray,cinnamon,universal,brown,one,sheathing,white,white,clustered,woods,high,low,high,high,2
convex,medium,grooves,red,no,none,descending,close,broad,black,enlarging,rooted,silky,scaly,buff,yellow,universal,white,two,zone,brown,buff,clustered,urban,high,high,low,high,2
sunken,small,scaly,white,no,fishy,free,crowded,broad,black,enlarging,bulbous,scaly,silky,pink,red,partial,yellow,one,sheathing,chocolate,yellow,several,meadows,low,high,high,low,1
sunken,large,grooves,red,bruises,creosote,notched,close,narrow,black,tapering,rhizomorphs,silky,silky,yellow,cinnamon,partial,white,one,none,green,red,numerous,woods,low,medium,low,low,1
knobbed,medium,scaly,brown,no,musty,descending,distant,broad,green,enlarging,club,fibrous,smooth,gray,buff,partial,yellow,one,zone,orange,cinnamon,several,leaves,low,medium,low,high,0
convex,medium,grooves,white,no,fishy,notched,distant,narrow,brown,enlarging,cup,smooth,smooth,pink,yellow,universal,white,two,evanescent,purple,buff,scattered,paths,high,low,medium,medium,2
convex,medium,grooves,pink,bruises,fishy,free,close,narrow,black,enlarging,rooted,scaly,scaly,orange,red,partial,white,two,large,white,red,several,grasses,medium,high,high,medium,2
bell,large,smooth,yellow,no,none,attached,crowded,broad,buff,tapering,rhizomorphs,fibrous,fibrous,brown,brown,partial,orange,two,none,buff,cinnamon,clustered,waste,medium,medium,medium,medium,1
flat,large,scaly,gray,bruises,anise,free,distant,broad,black,enlarging,cup,smooth,silky,buff,brown,partial,white,two,evanescent,white,purple,clustered,paths,high,high,low,medium,1
flat,medium,fibrous,white,bruises,creosote,descending,crowded,narrow,black,enlarging,rhizomorphs,fibrous,fibrous,pink,pink,universal,white,one,none,black,gray,several,waste,high,medium,high,medium,1
conical,medium,grooves,white,no,foul,descending,crowded,broad,orange,enlarging,club,silky,smooth,gray,pink,partial,white,two,zone,purple,purple,abundant,woods,low,low,high,medium,0
flat,small,scaly,green,bruises,foul,free,crowded,broad,brown,tapering,cup,scaly,scaly,buff,gray,universal,orange,two,pendant,white,pink,several,waste,medium,high,low,high,2
flat,large,smooth,pink,no,foul,free,distant,broad,white,tapering,missing,fibrous,silky,orange,gray,universal,white,two,sheathing,green,brown,several,woods,high,medium,high,low,0
convex,large,smooth,gray,bruises,none,attached,distant,narrow,gray,tapering,cup,silky,fibrous,brown,orange,universal,orange,none,none,white,green,numerous,leaves,low,low,high,high,3
flat,small,scaly,white,bruises,spicy,notched,distant,narrow,brown,tapering,bulbous,silky,scaly,buff,gray,universal,orange,two,large,buff,gray,abundant,leaves,low,medium,low,medium,2
bell,small,smooth,white,bruises,musty,attached,distant,broad,chocolate,enlarging,rooted,scaly,fibrous,gray,cinnamon,universal,white,two,large,purple,cinnamon,scattered,grasses,high,low,high,medium,0
convex,large,fibrous,purple,no,pungent,attached,close,narrow,green,enlarging,club,fibrous,smooth,cinnamon,cinnamon,partial,white,one,large,brown,white,clustered,leaves,low,medium,medium,high,2
flat,small,scaly,green,no,musty,descending,crowded,broad,buff,tapering,club,smooth,fibrous,brown,orange,partial,brown,two,flaring,orange,red,scattered,leaves,low,medium,medium,low,3
flat,large,scaly,buff,bruises,none,attached,distant,broad,pink,tapering,rooted,scaly,silky,white,pink,partial,orange,two,flaring,chocolate,gray,solitary,leaves,low,high,medium,low,3
knobbed,medium,scaly,white,bruises,spicy,descending,close,narrow,white,enlarging,equal,silky,scaly,brown,cinnamon,partial,brown,two,flaring,white,yellow,clustered,grasses,medium,medium,low,high,0
knobbed,small,scaly,pink,no,fishy,descending,close,narrow,brown,tapering,cup,smooth,fibrous,buff,red,universal,orange,one,none,orange,red,several,urban,low,low,medium,high,0
flat,medium,scaly,cinnamon,no,pungent,descending,distant,narrow,buff,tapering,missing,silky,smooth,white,gray,partial,white,one,sheathing,buff,white,abundant,meadows,low,low,high,low,2
flat,medium,fibrous,cinnamon,bruises,fishy,descending,close,broad,gray,enlarging,cup,silky,silky,white,buff,universal,yellow,none,none,white,purple,several,woods,low,low,high,low,2
flat,large,fibrous,red,bruises,musty,free,crowded,narrow,brown,tapering,cup,fibrous,smooth,cinnamon,yellow,universal,yellow,none,pendant,black,pink,clustered,woods,low,low,low,low,1
flat,large,scaly,white,no,musty,attached,close,narrow,brown,enlarging,club,silky,scaly,yellow,pink,universal,orange,one,none,buff,green,abundant,paths,medium,high,low,low,2
conical,large,grooves,buff,bruises,foul,descending,crowded,narrow,red,enlarging,rhizomorphs,smooth,smooth,pink,gray,universal,white,two,large,buff,brown,solitary,woods,low,low,high,medium,0
convex,large,scaly,white,no,creosote,free,crowded,broad,yellow,enlarging,missing,fibrous,fibrous,orange,pink,partial,orange,none,zone,yellow,green,several,woods,high,medium,high,high,1
flat,large,smooth,cinnamon,no,none,attached,distant,broad,purple,tapering,cup,scaly,scaly,pink,buff,partial,white,one,flaring,purple,buff,several,urban,low,high,medium,low,3
sunken,medium,smooth,cinnamon,bruises,none,attached,crowded,narrow,brown,tapering,equal,scaly,scaly,orange,white,universal,brown,none,large,black,green,clustered,grasses,medium,medium,low,medium,2
sunken,small,fibrous,gray,bruises,fishy,descending,close,narrow,white,enlarging,rooted,fibrous,smooth,buff,yellow,universal,white,one,zone,purple,yellow,solitary,woods,high,high,low,low,2
sunken,small,smooth,brown,no,foul,attached,close,broad,purple,tapering,missing,smooth,scaly,white,yellow,partial,yellow,none,none,chocolate,red,scattered,waste,low,low,high,medium,0
convex,small,grooves,green,bruises,musty,descending,crowded,narrow,green,tapering,rooted,smooth,smooth,buff,orange,universal,brown,two,none,green,buff,solitary,meadows,low,high,high,high,0
bell,small,scaly,white,bruises,none,attached,crowded,broad,black,enlarging,rhizomorphs,smooth,fibrous,brown,white,universal,yellow,none,sheathing,black,white,abundant,woods,low,medium,high,high,0
sunken,large,scaly,pink,bruises,fishy,descending,close,narrow,black,enlarging,equal,silky,fibrous,cinnamon,yellow,partial,brown,one,sheathing,chocolate,gray,several,leaves,high,medium,high,medium,3
bell,small,grooves,white,no,pungent,attached,distant,broad,green,tapering,rhizomorphs,fibrous,scaly,cinnamon,pink,partial,white,two,evanescent,white,green,solitary,grasses,low,high,medium,high,3
flat,large,smooth,white,bruises,foul,notched,close,narrow,orange,enlarging,cup,silky,smooth,yellow,buff,universal,white,one,zone,yellow,cinnamon,abundant,woods,low,low,high,high,0
bell,small,smooth,pink,bruises,pungent,notched,distant,narrow,buff,enlarging,club,smooth,fibrous,brown,buff,universal,brown,none,pendant,white,green,clustered,paths,low,medium,high,medium,1
knobbed,medium,smooth,cinnamon,bruises,none,attached,distant,broad,black,tapering,rhizomorphs,fibrous,scaly,orange,brown,partial,white,none,none,green,brown,clustered,woods,high,low,low,high,3
conical,large,fibrous,brown,bruises,creosote,notched,crowded,narrow,buff,enlarging,cup,smooth,fibrous,orange,orange,universal,brown,one,large,orange,buff,abundant,leaves,high,medium,low,medium,3
flat,large,smooth,pink,no,fishy,descending,close,narrow,purple,tapering,missing,silky,silky,cinnamon,red,partial,white,none,evanescent,white,yellow,solitary,meadows,low,high,low,low,2
knobbed,medium,smooth,red,no,none,attached,crowded,narrow,orange,tapering,rhizomorphs,scaly,silky,white,white,universal,brown,none,flaring,brown,red,scattered,leaves,medium,medium,medium,high,3
conical,medium,fibrous,brown,no,fishy,attached,distant,narrow,red,enlarging,rhizomorphs,smooth,smooth,buff,red,partial,orange,two,none,yellow,green,several,urban,high,high,low,low,1
convex,small,smooth,red,no,foul,free,close,broad,brown,tapering,rooted,smooth,fibrous,brown,yellow,universal,yellow,none,pendant,brown,red,abundant,leaves,high,medium,high,medium,3
convex,small,fibrous,gray,no,foul,descending,distant,narrow,orange,tapering,club,silky,smooth,pink,orange,partial,orange,none,evanescent,yellow,purple,solitary,leaves,medium,low,medium,high,0
sunken,medium,smooth,buff,no,fishy,descending,distant,narrow,purple,tapering,equal,smooth,silky,white,gray,universal,brown,one,none,orange,yellow,solitary,urban,high,high,high,low,3
conical,medium,smooth,purple,no,foul,descending,close,broad,gray,tapering,club,smooth,scaly,yellow,gray,universal,white,one,flaring,green,cinnamon,solitary,urban,low,high,medium,medium,0
flat,medium,fibrous,white,no,spicy,free,crowded,narrow,red,tapering,rhizomorphs,silky,fibrous,brown,cinnamon,partial,yellow,two,flaring,brown,red,numerous,meadows,high,medium,high,medium,1
convex,medium,fibrous,red,no,pungent,descending,crowded,broad,buff,enlarging,rooted,scaly,silky,orange,white,universal,brown,one,flaring,buff,gray,solitary,grasses,low,high,high,low,2
flat,small,fibrous,purple,no,pungent,notched,close,narrow,brown,tapering,rooted,silky,silky,pink,gray,universal,yellow,one,flaring,green,cinnamon,abundant,woods,high,medium,medium,high,2
convex,medium,fibrous,red,bruises,foul,descending,close,broad,white,tapering,equal,scaly,fibrous,pink,gray,universal,orange,two,flaring,white,buff,abundant,leaves,low,high,low,medium,0
conical,large,smooth,green,bruises,musty,attached,crowded,narrow,purple,enlarging,rhizomorphs,fibrous,scaly,gray,gray,universal,brown,two,none,chocolate,brown,several,woods,medium,medium,low,high,0
convex,large,scaly,gray,bruises,anise,attached,distant,narrow,black,tapering,cup,silky,scaly,orange,red,universal,white,one,sheathing,black,buff,solitary,leaves,high,high,high,low,2
bell,small,scaly,green,bruises,musty,free,close,broad,pink,enlarging,rhizomorphs,scaly,fibrous,yellow,cinnamon,universal,orange,one,flaring,buff,brown,scattered,paths,low,low,low,high,3
bell,small,fibrous,green,no,anise,attached,crowded,narrow,yellow,tapering,rhizomorphs,smooth,silky,yellow,red,partial,orange,two,large,brown,buff,clustered,leaves,low,medium,high,low,3
convex,large,fibrous,white,bruises,spicy,notched,crowded,narrow,brown,enlarging,rooted,silky,silky,red,cinnamon,universal,orange,one,none,orange,pink,clustered,leaves,high,medium,medium,low,0
sunken,large,smooth,green,bruises,none,attached,crowded,narrow,yellow,tapering,bulbous,silky,fibrous,orange,buff,partial,brown,two,pendant,purple,buff,numerous,urban,high,low,low,high,3
sunken,large,smooth,cinnamon,bruises,none,attached,distant,narrow,buff,enlarging,rhizomorphs,smooth,fibrous,red,white,partial,yellow,two,evanescent,yellow,gray,numerous,leaves,low,low,low,medium,3
bell,medium,grooves,brown,bruises,spicy,notched,distant,narrow,green,enlarging,rooted,fibrous,scaly,brown,gray,universal,orange,one,zone,buff,pink,abundant,leaves,medium,high,low,low,0
sunken,large,fibrous,green,bruises,anise,descending,distant,broad,gray,tapering,missing,silky,silky,red,buff,universal,yellow,one,none,brown,cinnamon,solitary,woods,low,medium,high,medium,3
bell,small,smooth,gray,bruises,pungent,free,close,narrow,brown,tapering,bulbous,fibrous,silky,yellow,buff,partial,brown,two,sheathing,buff,yellow,numerous,leaves,high,high,low,medium,3
flat,medium,scaly,brown,no,fishy,notched,close,broad,orange,enlarging,rhizomorphs,silky,smooth,yellow,cinnamon,partial,orange,one,none,brown,green,abundant,waste,medium,high,medium,low,1
convex,large,grooves,green,no,almond,descending,crowded,narrow,green,tapering,club,smooth,scaly,orange,buff,partial,white,two,evanescent,yellow,gray,numerous,leaves,low,low,high,low,3
sunken,small,grooves,buff,no,none,attached,close,broad,buff,tapering,equal,silky,smooth,yellow,pink,universal,white,none,large,orange,buff,scattered,grasses,medium,medium,high,high,3
knobbed,large,scaly,white,bruises,none,notched,distant,narrow,pink,tapering,rooted,fibrous,smooth,white,pink,partial,yellow,one,large,purple,white,numerous,woods,medium,high,high,low,2
sunken,small,grooves,purple,no,spicy,notched,close,narrow,pink,tapering,rhizomorphs,silky,smooth,cinnamon,gray,partial,yellow,one,none,brown,pink,clustered,waste,high,low,low,low,1
flat,small,scaly,purple,bruises,creosote,free,distant,broad,chocolate,enlarging,rooted,silky,scaly,gray,red,universal,brown,none,evanescent,chocolate,red,several,woods,medium,high,high,low,2
convex,medium,scaly,gray,no,pungent,free,distant,broad,green,enlarging,rhizomorphs,scaly,scaly,red,buff,universal,orange,one,evanescent,white,buff,abundant,grasses,low,high,high,medium,2
flat,medium,smooth,red,no,almond,free,distant,narrow,buff,tapering,cup,scaly,silky,pink,white,partial,orange,one,sheathing,black,buff,numerous,meadows,medium,high,high,medium,1
sunken,medium,fibrous,red,bruises,musty,descending,distant,broad,gray,enlarging,missing,fibrous,scaly,white,cinnamon,universal,white,two,sheathing,orange,brown,numerous,urban,medium,medium,low,high,0
bell,medium,grooves,brown,no,creosote,descending,crowded,broad,yellow,tapering,rhizomorphs,smooth,scaly,white,buff,partial,brown,one,none,purple,white,abundant,meadows,low,high,high,high,1
convex,large,fibrous,buff,no,foul,free,crowded,broad,green,enlarging,equal,silky,silky,brown,pink,universal,brown,one,large,white,green,solitary,urban,medium,medium,low,low,0
bell,medium,smooth,cinnamon,bruises,none,free,close,narrow,purple,tapering,equal,silky,scaly,red,buff,partial,white,none,sheathing,green,cinnamon,numerous,grasses,low,low,medium,low,3
sunken,small,grooves,white,no,foul,attached,distant,broad,purple,tapering,cup,silky,smooth,buff,pink,partial,yellow,one,evanescent,yellow,gray,scattered,woods,medium,low,high,high,1
flat,large,scaly,cinnamon,bruises,creosote,notched,distant,narrow,yellow,enlarging,rooted,fibrous,fibrous,yellow,gray,partial,white,two,flaring,chocolate,buff,scattered,woods,low,medium,low,high,2
bell,small,smooth,white,bruises,creosote,descending,distant,broad,gray,enlarging,missing,silky,silky,cinnamon,pink,partial,orange,one,sheathing,purple,yellow,abundant,leaves,low,medium,low,high,0
sunken,medium,fibrous,gray,bruises,spicy,notched,crowded,broad,brown,enlarging,equal,silky,scaly,red,orange,universal,white,two,evanescent,black,cinnamon,clustered,leaves,high,high,low,low,2
bell,large,scaly,yellow,bruises,none,descending,close,narrow,green,enlarging,missing,fibrous,fibrous,cinnamon,white,universal,orange,one,none,black,cinnamon,solitary,waste,high,high,medium,low,3
bell,large,scaly,red,no,fishy,attached,distant,narrow,purple,tapering,rooted,smooth,fibrous,cinnamon,brown,partial,orange,none,evanescent,orange,brown,abundant,leaves,medium,low,medium,medium,3
conical,small,smooth,green,bruises,none,descending,close,broad,green,tapering,cup,scaly,fibrous,gray,pink,partial,yellow,none,none,yellow,gray,scattered,leaves,high,medium,high,medium,3
flat,large,fibrous,cinnamon,bruises,musty,free,close,broad,purple,tapering,rhizomorphs,scaly,smooth,white,brown,universal,yellow,none,sheathing,purple,gray,clustered,leaves,medium,medium,high,high,3
convex,small,fibrous,red,bruises,fishy,free,distant,broad,buff,enlarging,bulbous,fibrous,fibrous,gray,yellow,partial,brown,none,evanescent,white,pink,abundant,leaves,high,low,high,high,2
sunken,small,fibrous,purple,no,almond,descending,distant,narrow,pink,enlarging,bulbous,scaly,fibrous,buff,pink,partial,yellow,none,large,black,cinnamon,solitary,paths,high,high,high,medium,0
convex,large,smooth,purple,bruises,spicy,attached,crowded,narrow,gray,tapering,rhizomorphs,silky,silky,white,pink,universal,brown,none,none,black,pink,abundant,paths,high,medium,medium,low,1
convex,large,grooves,yellow,bruises,fishy,free,close,narrow,yellow,enlarging,rhizomorphs,fibrous,silky,buff,brown,universal,white,one,large,brown,white,scattered,waste,low,low,low,high,2
flat,small,scaly,green,no,pungent,attached,close,narrow,black,tapering,cup,scaly,fibrous,brown,yellow,partial,brown,one,sheathing,orange,buff,solitary,paths,low,high,low,medium,2
bell,medium,smooth,yellow,bruises,musty,attached,distant,narrow,white,enlarging,rhizomorphs,silky,silky,buff,gray,partial,yellow,one,none,yellow,purple,numerous,leaves,high,high,medium,low,1
bell,medium,grooves,gray,bruises,pungent,attached,close,narrow,green,tapering,equal,fibrous,silky,yellow,gray,universal,yellow,none,zone,yellow,gray,abundant,urban,low,low,high,medium,0
flat,large,grooves,pink,bruises,fishy,descending,crowded,broad,brown,tapering,equal,scaly,scaly,brown,orange,universal,white,one,none,white,buff,solitary,urban,low,medium,medium,high,3
sunken,small,grooves,gray,bruises,almond,descending,distant,narrow,gray,tapering,rooted,smooth,scaly,pink,yellow,partial,white,none,flaring,purple,yellow,solitary,woods,high,low,low,high,2
convex,medium,smooth,red,no,anise,free,distant,broad,white,enlarging,rooted,silky,scaly,cinnamon,orange,partial,yellow,one,flaring,buff,cinnamon,several,woods,medium,low,high,medium,2
flat,medium,scaly,white,bruises,none,notched,distant,narrow,yellow,tapering,missing,scaly,fibrous,buff,orange,universal,brown,none,pendant,yellow,purple,abundant,waste,low,medium,medium,high,1
convex,small,scaly,white,bruises,pungent,free,crowded,broad,brown,enlarging,cup,silky,smooth,pink,red,partial,orange,one,none,brown,red,solitary,paths,medium,low,high,medium,3
knobbed,small,smooth,yellow,no,fishy,attached,close,broad,gray,enlarging,rhizomorphs,scaly,fibrous,buff,pink,universal,orange,one,zone,orange,white,solitary,urban,low,medium,high,low,3
bell,large,fibrous,brown,no,fishy,free,crowded,broad,chocolate,enlarging,bulbous,smooth,scaly,gray,pink,universal,brown,one,evanescent,white,yellow,abundant,woods,medium,low,high,low,0
flat,small,smooth,buff,bruises,fishy,attached,distant,broad,red,tapering,cup,smooth,smooth,brown,pink,universal,white,one,sheathing,purple,green,clustered,waste,high,low,high,medium,2
conical,small,scaly,gray,no,none,free,distant,narrow,black,enlarging,rhizomorphs,fibrous,fibrous,yellow,white,partial,orange,one,large,chocolate,purple,solitary,leaves,low,medium,medium,medium,3
knobbed,small,fibrous,red,bruises,anise,notched,crowded,broad,white,enlarging,equal,smooth,fibrous,cinnamon,brown,universal,brown,none,evanescent,purple,gray,scattered,meadows,high,low,low,high,3
knobbed,small,smooth,red,bruises,pungent,free,close,narrow,orange,enlarging,bulbous,smooth,scaly,pink,brown,partial,yellow,two,sheathing,orange,gray,numerous,woods,medium,medium,high,medium,1
knobbed,large,fibrous,red,no,fishy,free,close,broad,buff,tapering,rhizomorphs,silky,fibrous,buff,yellow,partial,yellow,one,pendant,yellow,white,solitary,waste,high,high,high,low,0
conical,small,smooth,green,no,creosote,descending,distant,narrow,buff,enlarging,equal,fibrous,scaly,buff,gray,universal,brown,two,flaring,white,purple,scattered,grasses,high,high,high,medium,3
knobbed,large,scaly,pink,bruises,musty,free,crowded,narrow,brown,tapering,bulbous,silky,scaly,buff,yellow,universal,orange,one,pendant,yellow,gray,numerous,meadows,high,low,low,medium,2
flat,small,scaly,green,no,fishy,attached,close,broad,buff,enlarging,rooted,smooth,smooth,red,brown,universal,brown,one,none,black,yellow,solitary,grasses,medium,low,low,low,2
conical,medium,smooth,purple,no,spicy,descending,distant,narrow,black,tapering,equal,fibrous,fibrous,yellow,red,universal,orange,none,evanescent,green,cinnamon,abundant,paths,high,medium,low,medium,0
flat,small,fibrous,buff,no,foul,free,crowded,narrow,yellow,enlarging,rooted,fibrous,fibrous,red,yellow,universal,brown,none,none,yellow,gray,numerous,waste,medium,medium,low,medium,3
sunken,small,grooves,purple,no,anise,notched,crowded,narrow,orange,enlarging,equal,fibrous,silky,buff,white,partial,orange,one,zone,buff,gray,several,leaves,medium,medium,high,high,3
knobbed,medium,fibrous,red,no,none,descending,distant,narrow,buff,tapering,bulbous,fibrous,scaly,red,buff,partial,yellow,one,pendant,chocolate,yellow,abundant,leaves,high,high,low,high,3
convex,large,grooves,red,no,pungent,attached,close,narrow,red,tapering,rooted,smooth,smooth,orange,brown,universal,yellow,one,zone,brown,cinnamon,scattered,urban,high,low,low,low,2
flat,large,smooth,gray,bruises,anise,attached,crowded,broad,green,tapering,club,scaly,smooth,gray,buff,universal,orange,none,evanescent,purple,green,abundant,waste,low,medium,medium,medium,0
conical,large,scaly,pink,bruises,fishy,notched,close,broad,buff,enlarging,club,scaly,silky,cinnamon,yellow,universal,yellow,one,none,brown,white,solitary,meadows,medium,medium,high,low,3
convex,large,smooth,brown,no,almond,descending,crowded,narrow,red,tapering,bulbous,scaly,scaly,white,buff,partial,yellow,none,pendant,black,green,abundant,urban,low,high,high,high,0
conical,medium,scaly,purple,no,foul,attached,crowded,narrow,green,tapering,missing,smooth,fibrous,orange,white,universal,yellow,two,none,brown,yellow,several,waste,medium,low,medium,low,3
bell,small,smooth,green,bruises,almond,free,close,broad,black,tapering,club,fibrous,scaly,cinnamon,orange,partial,yellow,none,sheathing,white,yellow,solitary,woods,medium,medium,low,low,2
convex,small,scaly,yellow,bruises,none,free,crowded,narrow,white,tapering,cup,fibrous,fibrous,buff,buff,partial,white,none,sheathing,white,pink,several,woods,low,medium,high,high,1
flat,large,fibrous,red,no,almond,free,distant,broad,chocolate,tapering,rhizomorphs,scaly,smooth,buff,buff,partial,orange,one,sheathing,chocolate,buff,several,meadows,medium,low,low,high,1
knobbed,small,grooves,white,bruises,fishy,free,crowded,broad,black,enlarging,rhizomorphs,scaly,smooth,yellow,orange,universal,white,one,zone,purple,purple,abundant,paths,medium,high,high,high,0
sunken,small,grooves,white,no,creosote,free,distant,broad,red,tapering,rhizomorphs,smooth,silky,buff,orange,partial,orange,one,none,orange,cinnamon,solitary,woods,high,medium,low,low,1
flat,medium,scaly,red,no,anise,notched,close,broad,brown,enlarging,rooted,silky,scaly,orange,white,partial,orange,two,evanescent,white,yellow,several,woods,medium,high,medium,low,2
conical,medium,fibrous,yellow,bruises,creosote,free,distant,broad,yellow,enlarging,missing,scaly,fibrous,gray,red,universal,orange,none,large,green,pink,clustered,woods,low,high,high,low,1
conical,medium,fibrous,green,no,musty,free,distant,broad,black,tapering,rooted,silky,scaly,red,buff,universal,orange,none,sheathing,buff,green,scattered,woods,medium,low,high,low,2
knobbed,small,fibrous,green,no,musty,free,distant,broad,black,tapering,bulbous,smooth,scaly,white,orange,partial,brown,one,none,yellow,pink,clustered,paths,medium,high,medium,medium,1
knobbed,medium,grooves,white,bruises,creosote,descending,close,narrow,buff,enlarging,rhizomorphs,smooth,smooth,pink,pink,universal,yellow,none,large,green,brown,abundant,grasses,high,high,high,high,0
convex,small,grooves,yellow,no,creosote,notched,crowded,narrow,buff,tapering,rhizomorphs,scaly,silky,white,white,universal,yellow,one,evanescent,buff,pink,abundant,leaves,high,medium,low,low,3
flat,small,smooth,green,no,anise,attached,close,narrow,orange,tapering,rooted,smooth,smooth,yellow,cinnamon,partial,white,one,zone,black,brown,solitary,woods,medium,high,low,low,2
sunken,small,smooth,yellow,bruises,foul,notched,close,narrow,gray,enlarging,cup,smooth,fibrous,yellow,white,partial,orange,one,evanescent,purple,brown,abundant,grasses,medium,low,medium,low,0
bell,small,smooth,red,no,anise,free,distant,broad,purple,tapering,cup,smooth,silky,yellow,pink,partial,white,one,sheathing,white,red,numerous,woods,low,low,medium,low,1
sunken,small,scaly,brown,no,fishy,attached,close,broad,gray,enlarging,equal,scaly,scaly,buff,yellow,partial,white,one,large,brown,green,abundant,leaves,medium,medium,medium,high,0
conical,small,scaly,white,no,spicy,free,distant,narrow,brown,tapering,bulbous,scaly,scaly,orange,gray,universal,white,two,flaring,green,red,clustered,paths,high,low,low,high,2
conical,large,smooth,buff,bruises,fishy,attached,crowded,broad,gray,tapering,cup,scaly,silky,pink,yellow,partial,orange,one,zone,chocolate,gray,solitary,paths,low,high,medium,medium,0
bell,small,smooth,brown,bruises,foul,attached,close,broad,brown,tapering,rhizomorphs,smooth,scaly,pink,orange,universal,yellow,none,evanescent,orange,green,several,urban,medium,medium,low,medium,2
knobbed,small,smooth,cinnamon,no,spicy,descending,distant,narrow,green,tapering,rhizomorphs,smooth,silky,white,gray,partial,orange,one,evanescent,black,pink,scattered,grasses,medium,low,high,high,3
convex,medium,grooves,purple,bruises,musty,descending,crowded,narrow,gray,tapering,club,fibrous,silky,yellow,red,partial,orange,none,evanescent,brown,pink,scattered,waste,low,medium,low,medium,0
flat,medium,fibrous,buff,no,spicy,descending,distant,narrow,brown,tapering,rooted,scaly,smooth,white,brown,partial,orange,none,sheathing,brown,gray,numerous,woods,medium,low,high,medium,2
sunken,large,scaly,white,no,foul,free,distant,narrow,yellow,tapering,equal,scaly,fibrous,gray,brown,universal,brown,none,none,brown,purple,abundant,meadows,high,medium,low,medium,3
convex,large,fibrous,brown,no,creosote,free,close,broad,yellow,enlarging,bulbous,scaly,fibrous,yellow,gray,universal,orange,two,none,green,pink,clustered,woods,medium,high,high,low,0
conical,large,scaly,white,no,creosote,notched,distant,broad,brown,enlarging,equal,smooth,smooth,pink,yellow,partial,yellow,two,pendant,green,yellow,abundant,waste,medium,high,medium,low,0
bell,large,fibrous,white,bruises,musty,free,close,narrow,purple,enlarging,club,scaly,silky,cinnamon,cinnamon,partial,yellow,none,sheathing,buff,gray,numerous,woods,medium,high,low,high,1
flat,large,scaly,brown,bruises,none,notched,distant,broad,orange,enlarging,missing,scaly,smooth,cinnamon,white,universal,yellow,two,flaring,green,yellow,clustered,waste,medium,high,medium,high,0
